Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
44483,0.5291609378872567,-0.5744002882419551,-0.14763376028284736,0.7814579535514578,-0.5635552694449671,1.102784694603106,2.1246376263842977,0.6989048892059074,0.6204756363458305,-0.040987441917304815,0.040982426252949754,0.5877486540162247,-0.501669453174569,1.7793629017166492,0.8709252157987593,-1.1418840923580484,1.4475713305684144,-0.7017760827394491,1.2819196519148817,-2.0732137862915727,1.3984820882041602,-2.6300602745976627,1.146963035905083,1.235509190753216,-0.27624819057948335,0.32461402595333,-0.03017557004997437,-1.2213728871512823,40.30257893591757,0
15551,0.8482765704212715,-0.7812123776543491,-0.5040801262125754,0.14607784419112613,0.10444418056053516,-0.859931651080121,1.175419356786038,0.0313477840691468,0.3274192029455978,-1.51460239051699,1.2484900864688822,0.24701002314957263,1.116989325843415,-1.5295021929065353,0.3205454126922907,-0.5262996043496859,0.10788832615148489,-0.9703782297229024,-0.6899557998324984,1.1510113074084636,0.42396877840374675,-1.1215414107469541,0.34646234930428976,1.8205437782694118,0.062044313470008994,0.14325209467967584,-1.3013885012061475,0.024294748500127444,78.08569778518822,0
82793,-0.19178356271233626,1.613289422800601,0.3569398021363195,-0.4480521545770278,0.313035354405931,-2.4063456875979075,-0.42891856806223383,0.8719155465235272,-1.00068084148133,1.7947948941997316,-0.05294277305727894,0.006292284889900767,-0.10306491438219574,0.49674780546838476,-0.6060726664205653,-1.2528305166422231,-1.0094542828735353,0.171480557140891,1.083850544910425,-0.7601369632207755,0.12604999364303413,-0.19371767998973036,1.2293636821806648,-2.9715675997074604,-0.4977852948563241,-0.12023057194035557,0.7092445679977827,0.0154155086616689,38.292990469102776,0
11246,0.28810525490941935,0.7851689905975421,1.2874189885772152,0.09114477629980293,0.8807535885132028,0.11997994806192025,-0.15998460219601907,-1.3788363178424903,0.03080177217989508,-0.13826897506663055,1.4144830055033901,0.33317975992462634,0.46686522022327503,-0.1713256900647475,0.7741368840893338,0.9127017095138433,-0.32758998001755146,-0.03302893247885344,1.0851262021713877,-0.5829273291155715,-1.4899673243579348,0.06030926156640551,0.8975768365112635,-0.2978599691338283,1.2507904492084534,1.9359683346438332,0.06491754902958334,-0.2759760719656348,159.2779731400216,0
47878,1.3757161665106175,-0.16835735139927382,0.2849304672121441,1.1148206336539206,1.6005881059776395,0.3712412332417647,0.21822571620665707,1.485628940745754,3.7711701717225545,0.8446132008645201,-0.8036030266437724,-0.6948481961499237,-0.5785048289157837,-0.4858671373363607,-0.38561027020494,0.39202382663382884,0.6380235030542544,-0.2261773069650088,0.5216340529912321,-0.11642548826469193,-0.22547072860098474,0.06696768211040173,0.33280085135990223,0.38635099135831197,-0.14039226282764525,-0.6911862347160896,-0.2793878668877391,-0.15866167049938346,20.043698656625057,0
93137,-0.008744131492769458,-0.7252452488118701,-0.7531003661844583,-0.7789660266417343,-0.35793260000564064,-0.7626908695920591,-0.3021641897642576,-1.3041171662663162,-0.08606369392800671,-1.5375879923920743,0.3948996186010248,1.181005311231989,-0.08440955736631894,1.1105108672106714,0.40436108685756783,-0.05383409337760593,-0.24231004827159813,3.5485301414556982,0.3232945134781917,0.382918415763969,-0.5464442994536131,1.6915965092159846,0.6391441286918244,0.9657621744619517,-1.5997088823500618,0.5412939127017439,-0.09593038432500393,0.875167328602633,88.58373647996254,0
40173,-0.8419644599357102,0.9664466033846603,0.03146522340124276,-1.2219357858070925,-1.7990835880809792,-0.5267255433327971,-0.3014639946165782,0.11284485983699064,0.045138074015934705,-0.3747784830334445,0.5202281893192794,-1.6851456925720654,-0.5150952534956171,-1.0147187431641378,-0.15803009708069152,-0.020893873210545828,0.5607954342945544,-1.1408212516142375,1.4015185767516207,-0.7125162554525453,-1.170042365533913,-0.51226167043319,-1.4191869591926947,0.8328367149631919,0.2160986968392837,0.36370673978030504,-0.12612809673569916,0.4590005764914636,224.9201613503454,0
8061,0.8387537282327887,0.48979274137387074,0.5023219906885559,-1.4271997379502968,-0.01813150967923892,0.6083086944908318,-0.6223577829031615,-0.4315969391864081,-0.3776790211308354,0.4684272371982619,-0.8257030565096005,-1.7621783019966466,-0.8033478313657564,0.8076045896403659,-0.5755240414941958,1.7807603631037296,-1.1480827565215883,-0.918617063387793,0.32239267010041894,-0.2240240430861104,0.30447451672528514,-1.6028117000842703,-1.4889050839094093,-2.2071499268578747,-0.1312308294879773,-0.9534959503668645,0.3679879995937276,0.9914603740146734,6.536440264218177,0
10120,-0.9760994549247235,0.5234746927319831,-0.9540377990086713,1.9370964924703615,1.2778818026721743,-0.19379167614420145,0.936793867300525,-0.674900892798956,-0.9175120685961926,0.012339620942996052,1.1808520535170943,0.04554152977788925,-0.22496091883579647,0.525325248343607,-1.6867492930865897,1.174818085341731,-1.0898820751357334,2.1010571421513347,0.37142231187475505,-1.0351684018133351,-1.5751754695803268,0.10005352486113443,-0.05345632380821406,1.1246682643642776,0.8117788811627069,-0.33544961340006296,1.5958976616356213,-1.2644899314964164,66.16203050877616,0
98169,-0.014008840498403969,1.5378940153661287,0.8524086396493494,0.6128502804485947,-1.154168122147282,1.285938684973836,0.63782849593584,-0.8397738829891647,1.8423848512214478,1.9124133138712445,1.0942627294536127,0.8129463377810243,-0.7316653355687853,-0.8694149403017706,-1.5939148295188283,-1.296822211790592,-0.24532832667597598,0.5407225296112756,-0.6726113182653523,0.16235727054076932,1.307822485436747,-0.41435062386768967,0.39610190466198486,-0.08470168846806418,-0.24286519516047325,0.20480099767649684,-0.9690612040890372,-0.8372010783628252,5.553992542121573,0
52561,0.03517744271285529,1.279830438332215,2.2960547740984003,-0.5187886412459226,-0.09790353444707477,0.39969435122731883,1.1293812366660236,0.351919125793812,0.3323774357333268,-0.9204705191930399,0.43513639032430174,-1.2004982276869216,0.9577958617704481,0.39862947790740094,-0.18597068440324319,0.4267239906099148,0.5752034531343626,-0.04966435737626861,-0.4013228633415015,1.9654671164890605,-2.205129135818798,1.3943919637573916,1.0764306493156621,0.0666786256713489,0.43421230376111014,0.6250605881858711,-0.7080547935148807,0.2187091640496887,25.76334703030601,0
43198,0.8282965504367952,1.2524778957369487,-0.5066552679361294,0.09768313869011944,0.006405355350006013,0.898612835544334,-0.9132411770537723,0.4466584577652471,0.5041845724302382,1.3696382050175535,0.8326993985373847,0.08124643634789788,1.8332560192314389,-0.6502916839237953,0.25184451268348523,-2.4536363345119145,-0.4882204027855122,-0.7971620913916183,0.1444962913154281,-1.9744254574541977,0.3938910512682699,0.8143817812634732,0.4473895568595452,0.26840216150003365,0.3864316821464389,-0.15115046906648344,0.7793268415222663,-1.344953298308679,143.89594804124414,0
85737,0.420051188398736,0.6165894703349958,-1.0627326013629421,2.216805734276335,-0.5859732342847268,-1.4703987013871356,0.5663398971144373,0.2237664034143182,0.2678788802064118,-0.6699059185587062,-0.4151186979995368,-1.8607284818660244,1.0824931677240464,-0.7968996302045149,-0.20880535303404138,-1.1969085080162372,0.6839925223778563,0.018610503975443175,1.243466188538242,-0.258220934479171,0.4610497001651945,0.17443352822148162,-1.1010360219230757,-0.8818319052341596,-0.08654233687150788,-0.8377052116480622,0.36612436967186046,-0.3809741076064041,20.456403755799023,0
82546,0.08143430035166861,-1.76898489812554,1.5460495880086513,0.8293648649905558,0.25987144804696305,0.3442921120637185,0.051175282662993295,0.15317805646704052,-0.3184680738279913,1.1050502046265032,0.30695692991843176,-0.5132094687868337,1.0844697662618517,0.03403215987884605,0.7628128418854705,-2.2158553974104747,-1.1429210329167772,0.14238122721170063,0.5368201264673353,-1.0816213010674258,0.6932228615267972,1.13097952331254,-0.13729728859174667,0.4848286764857846,0.18841720620792116,0.36052229289921184,0.09686270945738008,0.77923029411897,62.06844292432538,0
38286,0.05394418598751359,-2.0788274710273265,-0.3362712306092768,-0.009565759127528115,-0.008260444569158676,-0.5288036881101585,-0.6318426667652541,0.7672252651567362,-0.058692638659109696,0.34216331494129604,0.2957140970439392,-0.5692236085350385,0.4684827238671533,-1.642101821072178,-1.1203575689910088,0.7506062407101557,0.894455521194802,0.6286112305657927,-0.6745318122564016,1.1214545519793544,1.6293523617064405,0.8454230852751037,0.2847013548733494,0.12291197954307452,1.3334887939218185,1.3421993515306678,-0.6507087965388276,0.3541470257793301,68.43695987785718,0
49956,0.058971970502863465,0.14998643872950868,-0.20634794769095363,-1.0305838286871583,0.4432891418245694,1.3391937617667455,-0.16311699432660354,-0.537606699611272,-0.24952494884142282,0.8531653918923383,-1.4688473987542408,1.0046928216875703,-0.501041530819694,2.3187178679702294,-0.810701088149675,-0.4089775169997075,-0.46196595212661956,0.9048181179122533,-1.428640168678206,-0.07705610109238531,0.7009307725392175,-0.38133700886864813,1.2845410904299623,-0.5065553894563539,-0.6823968734928705,0.2224718393209836,0.5267386592379565,0.46108684523379273,1.733970591755473,0
47877,0.7384996868058705,-0.7328729324292681,-0.9134893433655411,1.206189159548335,0.32921070077262554,1.3408004310476207,-0.4673580498492374,-0.09536976876253271,0.12113390398668736,-1.0657934550221033,1.1806662225419187,0.4376878626554856,0.27416413023019637,-0.38812840107721325,-0.6795712210673832,1.3221621527536347,0.26345284736118874,-1.4582946499528007,0.38457548055082824,1.4411625636305125,1.6153100803054983,0.4063099649950268,0.5583509650221752,1.1254654584762243,0.7175165453624222,-1.6562854002513205,-0.7862514457725243,1.273654563363544,20.843803395424555,0
